TIMESTAMP,T0_ORIGIN_X,T0_ORIGIN_Y,T0_ORIGIN_Z,T0_XAXIS_X,T0_XAXIS_Y,T0_XAXIS_Z,T0_YAXIS_X,T0_YAXIS_Y,T0_YAXIS_Z,T0_TRIGGER_PRESSED,T0_TRIGGER_CLICKED,T0_TRIGGER_VALUE,T0_TOUCHPAD_PRESSED,T0_TOUCHPAD_CLICKED,T0_TOUCHPAD_VALUE_X,T0_TOUCHPAD_VALUE_Y,T1_ORIGIN_X,T1_ORIGIN_Y,T1_ORIGIN_Z,T1_XAXIS_X,T1_XAXIS_Y,T1_XAXIS_Z,T1_YAXIS_X,T1_YAXIS_Y,T1_YAXIS_Z,T1_TRIGGER_PRESSED,T1_TRIGGER_CLICKED,T1_TRIGGER_VALUE,T1_TOUCHPAD_PRESSED,T1_TOUCHPAD_CLICKED,T1_TOUCHPAD_VALUE_X,T1_TOUCHPAD_VALUE_Y
1569784502335,-0.780524000454245,-0.105581933013971,1.31684496938096,0.253493437105791,0.95668741883093,-0.143144193018457,-0.853469484087635,0.290846475523698,0.432432847279932,false,false,0,true,false,-0.415494531393051,0.801242887973785,-0.393876232710131,0.0270825472332738,1.41669660267598,0.32027008631379,0.943167272745723,-0.0886711195032095,-0.813810816988648,0.321835681932825,0.483873690116648,false,false,0,false,false,0,0,
1569784502367,-0.779907375985712,-0.106258778442771,1.31645706764447,0.254883836743455,0.95659498598768,-0.141280793281206,-0.853429718594749,0.291235090378681,0.432249739793339,false,false,0,true,false,-0.416069149971008,0.803572952747345,-0.393064454119541,0.0272386106370017,1.41670800875442,0.32171399445574,0.942894801787128,-0.0863104775455685,-0.813961529550922,0.321982737471009,0.48352222821893,false,false,0,false,false,0,0,
1569784502396,-0.779357750795307,-0.106310828423848,1.31599416616395,0.255837902317188,0.956134512366886,-0.142666611366772,-0.853512457887758,0.292703016836272,0.431093294038939,false,false,0,true,false,-0.416439116001129,0.805471062660217,-0.392368019708786,0.027430753205968,1.41668716103984,0.322734736370727,0.942659206020546,-0.0850641595763504,-0.814096702072396,0.322311285911708,0.483075557908688,false,false,0,false,false,0,0,
1569784502428,-0.778827760768907,-0.105356673590281,1.31565603932616,0.25776694939457,0.95561030969207,-0.142706467302793,-0.854115526616627,0.29441386026567,0.428727356341845,false,false,0,true,false,-0.415481597185135,0.807267069816589,-0.391831891220121,0.0278001240400725,1.41668698945422,0.323299335573479,0.942535781666459,-0.0842842802433843,-0.814581094038359,0.322521920232854,0.482117467226176,false,false,0,false,false,0,0,
1569784502458,-0.77830609894392,-0.105481991504891,1.31522915214978,0.258669120357965,0.955709574007205,-0.140390513654604,-0.854664343821292,0.294163590257311,0.427804443136638,false,false,0,true,false,-0.414109736680985,0.808969795703888,-0.391159767822816,0.0281155903110078,1.41675894873036,0.324353155794803,0.94208024491483,-0.0853219928691662,-0.814381687024926,0.323992636286646,0.481467796919446,false,false,0,false,false,0,0,
1569784502491,-0.777729536506362,-0.103625186677004,1.3153212367043,0.257919243581756,0.955628456563885,-0.142309229481232,-0.855047090121112,0.294347307574657,0.42691232846917,false,false,0,true,false,-0.413166582584381,0.810490548610687,-0.390155015016135,0.0280798960356933,1.41684709035116,0.32587146586508,0.941639046485783,-0.084401977869532,-0.813581588671892,0.324783670160882,0.48228680903685,false,false,0,false,false,0,0,
1569784502522,-0.776977448663189,-0.102297393035492,1.31531120168273,0.259082559765775,0.955202808977502,-0.143051812105625,-0.854604726469476,0.295722078247886,0.426847998628064,false,false,0,true,false,-0.412454187870026,0.81189626455307,-0.389330332006473,0.0280424843938068,1.41700548852109,0.326806611534158,0.941376915246611,-0.0837074793452633,-0.813155720721242,0.325216562811349,0.48271312508724,false,false,0,false,false,0,0,
1569784502553,-0.776447053238134,-0.10137855961472,1.31518546663534,0.259577531865306,0.955164735675338,-0.142407277457919,-0.854837804532026,0.295867384206999,0.426280211721555,false,false,0,true,false,-0.411892026662827,0.81310510635376,-0.388506967921357,0.0279733246093976,1.41703323603995,0.327927009050507,0.940869134668242,-0.085024397462272,-0.812447853289223,0.326800370437422,0.482835379366195,false,false,0,false,false,0,0,
1569784502585,-0.776241221960121,-0.101209936340022,1.3152007826532,0.259404957305539,0.955687110827202,-0.139180509857047,-0.856277134065777,0.294244997759092,0.424510719499345,false,false,0,true,false,-0.411256104707718,0.814326941967011,-0.387633554582698,0.0277908079155863,1.4171345262342,0.328632818543352,0.940616968139963,-0.0850893049885604,-0.812205838414364,0.327443779366839,0.482806635620908,false,false,0,false,false,0,0,
1569784502617,-0.77618289901531,-0.101378679632574,1.31482722932747,0.258057613774878,0.95628055177943,-0.137600051821377,-0.857531416909872,0.292319673605764,0.423307308507148,false,false,0,true,false,-0.410709321498871,0.815310835838318,-0.386905414037356,0.0273084080637249,1.41679885728069,0.328946653517202,0.940539274638682,-0.0847347154475467,-0.811861676458036,0.327488820772427,0.48335462195766,false,false,0,false,false,0,0,
1569784502647,-0.776172270207241,-0.101453147009707,1.31471795730511,0.258347035230255,0.956415457179222,-0.136111287762617,-0.858139268448397,0.291908165604013,0.42235840088786,false,false,0,true,false,-0.410238862037659,0.816203236579895,-0.38642893304031,0.0268325704069367,1.41668554204727,0.329029587746145,0.940529439280928,-0.0845216199176551,-0.812142775346647,0.327508972370841,0.482868497076422,false,false,0,false,false,0,0,
1569784502680,-0.775921673213947,-0.101267011422573,1.31456871270575,0.259822155723212,0.955419156439081,-0.140237951013904,-0.856646290833561,0.295077242850859,0.42318619206283,false,false,0,true,false,-0.409889400005341,0.816998660564423,-0.3858622375764,0.0264112231807118,1.41644767848796,0.329411819471928,0.940489919459487,-0.0834659486693952,-0.812331975575174,0.327357909228779,0.482652629458803,false,false,0,false,false,0,0,
1569784502713,-0.775668531536618,-0.100937824029437,1.31427935022171,0.262109241080012,0.954510581621245,-0.14215588385126,-0.855773225643318,0.297981297910551,0.422917642535251,false,false,0,true,false,-0.409762769937515,0.817350804805756,-0.385370019151666,0.0255955177441552,1.41600529416093,0.329172572580659,0.940818185493173,-0.0806632463143211,-0.813051575997871,0.325835500159808,0.482471099241173,false,false,0,false,false,0,0,
1569784502756,-0.776062374650007,-0.101223715890111,1.31427861117456,0.260708569498842,0.955360919687842,-0.138984009594877,-0.85654073601552,0.295312964771045,0.423235419576536,false,false,0,true,false,-0.409494072198868,0.818156719207764,-0.385177302225943,0.024582816163498,1.4155540574446,0.329822224696224,0.94091891037475,-0.0767391959537366,-0.813492184766154,0.324516256144463,0.482617514002933,false,false,0,false,false,0,0,
1569784502789,-0.776729125670198,-0.101991131192955,1.31414405312721,0.258761215107526,0.955942541540839,-0.138623557985351,-0.857915820574296,0.293390686729444,0.421784719671964,false,false,0,true,false,-0.409421533346176,0.818405628204346,-0.385090176727051,0.0237127438239533,1.41520422963889,0.328617026203634,0.941535737173145,-0.0743054891303584,-0.815238204089388,0.322498304677917,0.481021323927515,false,false,0,false,false,0,0,
1569784502824,-0.777296326669104,-0.102700511209077,1.31377794461729,0.259013593308269,0.955791769765471,-0.139190701306256,-0.858257891717682,0.293857615059859,0.420762514223465,false,false,0,true,false,-0.40935605764389,0.819112658500671,-0.385000374236421,0.0222406991717371,1.41483898261548,0.32681977042849,0.942274771751657,-0.072849791883247,-0.81653080566659,0.320337693047759,0.480272012312094,false,false,0,false,false,0,0,
1569784502864,-0.777989989396251,-0.104749137469997,1.31348784755886,0.256178053651788,0.956760384218916,-0.137776529265522,-0.859589500280599,0.290677720111511,0.420252726389876,false,false,0,true,false,-0.409395307302475,0.819492757320404,-0.385334659624054,0.019743125980032,1.41450521377684,0.322590235175742,0.944009018552566,-0.069155716037653,-0.819482579695613,0.315105209013001,0.478703466488699,false,false,0,false,false,0,0,
